rollout/success_rate,time/total_timesteps,time/episodes,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/ent_coef,time/time_elapsed,eval/mean_reward,eval/success_rate,eval/mean_ep_length
0.0,16,4,1015,35.84474563598633,0.0003,4.0,4.1950605,51,-89.23954010009766,0.009999999776482582,0,,,
0.0,32,8,1031,29.694515228271484,0.0003,4.0,4.54638175,54,-88.65379333496094,0.009999999776482582,0,,,
0.0,48,12,1047,133.3601837158203,0.0003,4.0,4.667562083333333,56,-89.63567352294922,0.009999999776482582,0,,,
0.0,64,16,1063,18.835430145263672,0.0003,4.0,4.6844585625,57,-89.41000366210938,0.009999999776482582,1,,,
0.0,80,20,1079,16.15150260925293,0.0003,4.0,4.578836349999999,57,-87.17607116699219,0.009999999776482582,1,,,
0.0,96,24,1095,260.6282958984375,0.0003,4.0,4.608724375,57,-83.45372009277344,0.009999999776482582,1,,,
0.0,112,28,1111,98.22394561767578,0.0003,4.0,4.554157428571429,57,-83.81736755371094,0.009999999776482582,1,,,
0.0,128,32,1127,30.470279693603516,0.0003,4.0,4.61891834375,56,-84.42996215820312,0.009999999776482582,2,,,
0.0,144,36,1143,108.4552993774414,0.0003,4.0,4.526619138888889,57,-85.04744720458984,0.009999999776482582,2,,,
0.0,160,40,1159,17.35253143310547,0.0003,4.0,4.49341585,57,-84.59889221191406,0.009999999776482582,2,,,
0.0,176,44,1175,28.480358123779297,0.0003,4.0,4.405271999999999,57,-81.68647766113281,0.009999999776482582,3,,,
0.0,192,48,1191,178.11656188964844,0.0003,4.0,4.412559375,57,-81.09439849853516,0.009999999776482582,3,,,
0.0,208,52,1207,136.72335815429688,0.0003,4.0,4.366198269230769,57,-80.87195587158203,0.009999999776482582,3,,,
0.0,224,56,1223,87.57614135742188,0.0003,4.0,4.354125410714286,56,-80.20338439941406,0.009999999776482582,3,,,
0.0,240,60,1239,147.25277709960938,0.0003,4.0,4.289406016666667,56,-81.20040130615234,0.009999999776482582,4,,,
0.0,256,64,1255,90.03760528564453,0.0003,4.0,4.292502359375,56,-82.54542541503906,0.009999999776482582,4,,,
0.0,272,68,1271,75.48857879638672,0.0003,4.0,4.242331764705883,57,-86.34101867675781,0.009999999776482582,4,,,
0.0,288,72,1287,18.939983367919922,0.0003,4.0,4.165283861111111,57,-85.71646118164062,0.009999999776482582,5,,,
0.0,304,76,1303,99.2477798461914,0.0003,4.0,4.0958228684210525,57,-81.44181823730469,0.009999999776482582,5,,,
0.0,320,80,1319,136.9417724609375,0.0003,4.0,4.020874225,57,-80.6837158203125,0.009999999776482582,5,,,
0.0,336,84,1335,60.150184631347656,0.0003,4.0,3.997685,57,-83.17388153076172,0.009999999776482582,5,,,
0.0,352,88,1351,162.98458862304688,0.0003,4.0,3.9596380568181817,57,-84.34068298339844,0.009999999776482582,6,,,
0.0,368,92,1367,30.28082275390625,0.0003,4.0,3.9214220434782607,57,-82.02677917480469,0.009999999776482582,6,,,
0.0,384,96,1383,101.1761474609375,0.0003,4.0,3.9318828229166662,57,-81.21726989746094,0.009999999776482582,6,,,
0.0,400,100,1399,15.311091423034668,0.0003,4.0,3.8816100899999997,57,-81.81027221679688,0.009999999776482582,6,,,
0.0,416,104,1415,141.15811157226562,0.0003,4.0,3.8460717800000004,57,-77.41971588134766,0.009999999776482582,7,,,
0.0,432,108,1431,136.42538452148438,0.0003,4.0,3.8183916499999997,57,-77.92861938476562,0.009999999776482582,7,,,
0.0,448,112,1447,116.15887451171875,0.0003,4.0,3.7523827500000007,57,-76.39346313476562,0.009999999776482582,7,,,
0.0,464,116,1463,124.76077270507812,0.0003,4.0,3.7307582999999997,57,-75.79592895507812,0.009999999776482582,8,,,
0.0,480,120,1479,14.193918228149414,0.0003,4.0,3.7138139999999997,57,-78.33145141601562,0.009999999776482582,8,,,
0.0,496,124,1495,59.20725631713867,0.0003,4.0,3.70484081,57,-76.32321166992188,0.009999999776482582,8,,,
0.0,512,128,1511,48.38496398925781,0.0003,4.0,3.73936862,57,-78.43865966796875,0.009999999776482582,8,,,
0.0,528,132,1527,94.13558959960938,0.0003,4.0,3.7460711200000008,57,-77.04267883300781,0.009999999776482582,9,,,
0.0,544,136,1543,32.946807861328125,0.0003,4.0,3.7933059599999996,57,-76.8831787109375,0.009999999776482582,9,,,
0.0,563,140,1562,70.78431701660156,0.0003,4.03,3.48458332,57,-76.96874237060547,0.009999999776482582,9,,,
0.0,580,144,1579,97.73489379882812,0.0003,4.04,3.5158307599999996,57,-74.80921936035156,0.009999999776482582,10,,,
0.0,597,148,1596,138.19252014160156,0.0003,4.05,3.4952047500000005,57,-76.04927062988281,0.009999999776482582,10,,,
0.0,619,152,1618,52.78157424926758,0.0003,4.11,3.39301713,57,-73.13846588134766,0.009999999776482582,10,,,
0.0,639,156,1638,74.05790710449219,0.0003,4.15,3.3157632700000006,57,-71.4932632446289,0.009999999776482582,11,,,
0.0,708,160,1707,82.96495056152344,0.0003,4.68,2.640125550000001,58,-74.6789321899414,0.009999999776482582,12,,,
0.0,803,164,1802,84.21148681640625,0.0003,5.47,2.1677121900000005,59,-75.61937713623047,0.009999999776482582,13,,,
0.0,923,168,1922,73.29287719726562,0.0003,6.51,1.2217328900000002,60,-74.67375183105469,0.009999999776482582,15,,,
0.0,1041,172,2040,153.81256103515625,0.0003,7.53,0.26985738000000015,44,-76.9609603881836,0.009999999776482582,23,-30.45305733327877,0.0,32.0
0.0,1169,176,2168,31.311748504638672,0.0003,8.65,-1.1079774299999998,46,-76.67781829833984,0.009999999776482582,25,,,
0.0,1291,180,2290,87.36416625976562,0.0003,9.71,-2.10992865,47,-74.30738830566406,0.009999999776482582,27,,,
0.0,1408,184,2407,53.52080535888672,0.0003,10.72,-3.61233897,49,-74.621337890625,0.009999999776482582,28,,,
0.0,1496,188,2495,115.08363342285156,0.0003,11.44,-4.153175579999999,49,-71.36103820800781,0.009999999776482582,29,,,
0.0,1568,192,2567,52.45418930053711,0.0003,12.0,-4.5165954699999995,50,-74.30651092529297,0.009999999776482582,31,,,
0.01,1639,196,2638,63.94873809814453,0.0003,12.55,-4.22439949,51,-74.03252410888672,0.009999999776482582,32,,,
0.01,1707,200,2706,50.98196792602539,0.0003,13.07,-4.4588652,51,-75.66826629638672,0.009999999776482582,33,,,
0.01,1773,204,2772,24.219898223876953,0.0003,13.57,-4.70420883,51,-77.77238464355469,0.009999999776482582,34,,,
0.01,1834,208,2833,65.95994567871094,0.0003,14.02,-4.9268255299999995,52,-73.03346252441406,0.009999999776482582,35,,,
0.02,1909,212,2908,19.65920639038086,0.0003,14.61,-4.47907658,52,-77.9894790649414,0.009999999776482582,36,,,
0.02,1977,216,2976,128.08250427246094,0.0003,15.13,-4.771141409999999,53,-72.99385070800781,0.009999999776482582,37,,,
0.02,2057,220,3056,52.08113098144531,0.0003,15.77,-5.112033479999999,48,-74.70711517333984,0.009999999776482582,42,0.7704780456776638,0.05,19.1
0.03,2134,224,3133,71.102294921875,0.0003,16.38,-4.45350577,49,-70.626953125,0.009999999776482582,43,,,
0.05,2214,228,3213,90.25424194335938,0.0003,17.02,-3.0375931099999995,49,-73.92060852050781,0.009999999776482582,44,,,
0.06,2299,232,3298,25.075347900390625,0.0003,17.71,-2.5303912099999994,49,-73.63810729980469,0.009999999776482582,45,,,
0.09,2369,236,3368,74.372314453125,0.0003,18.25,-0.18871991999999976,50,-70.7414321899414,0.009999999776482582,47,,,
0.1,2442,240,3441,42.5538330078125,0.0003,18.79,0.7544301899999999,50,-73.09611511230469,0.009999999776482582,48,,,
0.12,2517,244,3516,38.40706253051758,0.0003,19.37,2.03134626,50,-71.60933685302734,0.009999999776482582,49,,,
0.12,2605,248,3604,41.20612335205078,0.0003,20.08,1.45208133,51,-70.67835235595703,0.009999999776482582,50,,,
0.12,2690,252,3689,115.69795227050781,0.0003,20.71,1.1943147799999998,51,-73.81512451171875,0.009999999776482582,52,,,
0.13,2773,256,3772,65.42450714111328,0.0003,21.34,1.7984150200000004,52,-70.36829376220703,0.009999999776482582,53,,,
0.14,2859,260,3858,20.425228118896484,0.0003,21.51,2.7657079700000002,52,-71.08100891113281,0.009999999776482582,54,,,
0.15,2945,264,3944,18.404865264892578,0.0003,21.42,3.6197291899999993,52,-70.72969055175781,0.009999999776482582,55,,,
0.16,3036,268,4035,82.83141326904297,0.0003,21.13,5.046550079999999,48,-71.48146057128906,0.009999999776482582,62,-3.043282873168257,0.05,25.1
0.16,3134,272,4133,69.68647766113281,0.0003,20.93,5.653764430000001,49,-72.36579132080078,0.009999999776482582,63,,,
0.16,3248,276,4247,60.50163269042969,0.0003,20.79,5.6574303200000005,49,-65.85517120361328,0.009999999776482582,65,,,
0.16,3376,280,4375,83.68397521972656,0.0003,20.85,5.369172449999999,49,-69.46965026855469,0.009999999776482582,67,,,
0.16,3504,284,4503,141.03509521484375,0.0003,20.96,5.0562410799999995,50,-67.0772476196289,0.009999999776482582,69,,,
0.16,3632,288,4631,91.80032348632812,0.0003,21.36,3.905985779999999,50,-66.72807312011719,0.009999999776482582,71,,,
0.16,3755,292,4754,95.64217376708984,0.0003,21.87,2.6148875499999997,51,-67.3676986694336,0.009999999776482582,73,,,
0.15,3860,296,4859,93.26754760742188,0.0003,22.21,1.2504389799999998,51,-66.25750732421875,0.009999999776482582,75,,,
0.15,3934,300,4933,131.99151611328125,0.0003,22.27,1.1896140999999993,51,-65.29148864746094,0.009999999776482582,76,,,
0.15,4003,304,5002,72.36332702636719,0.0003,22.3,1.1241482999999988,49,-64.45610046386719,0.009999999776482582,80,-0.8705324599797366,0.05,18.2
0.15,4076,308,5075,135.68348693847656,0.0003,22.42,1.0228293799999988,49,-65.01373291015625,0.009999999776482582,81,,,
0.14,4155,312,5154,23.687862396240234,0.0003,22.46,0.2879538999999992,50,-64.74918365478516,0.009999999776482582,83,,,
0.14,4230,316,5229,23.355928421020508,0.0003,22.53,0.4781180299999997,50,-66.63459777832031,0.009999999776482582,84,,,
0.14,4307,320,5306,148.60684204101562,0.0003,22.5,0.6731946299999992,50,-62.978267669677734,0.009999999776482582,85,,,
0.15,4384,324,5383,28.009784698486328,0.0003,22.5,0.9456679599999993,50,-65.12120056152344,0.009999999776482582,86,,,
0.14,4462,328,5461,127.55021667480469,0.0003,22.48,0.03527592999999955,50,-65.62494659423828,0.009999999776482582,87,,,
0.13,4538,332,5537,18.91349220275879,0.0003,22.39,-0.5947441200000004,51,-62.97157669067383,0.009999999776482582,88,,,
0.11,4618,336,5617,30.29444122314453,0.0003,22.49,-2.635332150000001,51,-63.998046875,0.009999999776482582,89,,,
0.13,4700,340,5699,39.3927001953125,0.0003,22.58,-1.7658388900000006,51,-63.20027542114258,0.009999999776482582,90,,,
0.13,4782,344,5781,41.896705627441406,0.0003,22.65,-2.0851894099999995,52,-61.972877502441406,0.009999999776482582,91,,,
0.15,4864,348,5863,108.33251953125,0.0003,22.59,-0.5826828300000003,52,-63.76216506958008,0.009999999776482582,92,,,
0.17,4945,352,5944,159.6171875,0.0003,22.55,0.576208859999999,52,-60.19477844238281,0.009999999776482582,94,,,
0.17,5020,356,6019,55.05462646484375,0.0003,22.47,0.0988612199999994,50,-62.596622467041016,0.009999999776482582,99,32.739841836500226,0.65,20.85
0.18,5096,360,6095,3.0858521461486816,0.0003,22.37,0.6278064799999994,50,-62.201316833496094,0.009999999776482582,100,,,
0.17,5181,364,6180,106.34771728515625,0.0003,22.36,0.00125751999999963,51,-58.833431243896484,0.009999999776482582,101,,,
0.17,5272,368,6271,72.73519897460938,0.0003,22.36,0.09041671000000004,51,-60.258934020996094,0.009999999776482582,102,,,
0.18,5356,372,6355,41.803955078125,0.0003,22.22,0.8082941599999998,51,-59.016056060791016,0.009999999776482582,104,,,
0.18,5441,376,6440,47.98102569580078,0.0003,21.93,2.1229391899999994,51,-59.770050048828125,0.009999999776482582,105,,,
0.2,5522,380,6521,57.305110931396484,0.0003,21.46,4.3200387000000005,51,-59.939632415771484,0.009999999776482582,106,,,
0.22,5613,384,6612,64.57579040527344,0.0003,21.09,7.195199239999999,51,-57.56744384765625,0.009999999776482582,107,,,
0.23,5706,388,6705,124.02631378173828,0.0003,20.74,9.133891599999998,52,-56.421653747558594,0.009999999776482582,109,,,
0.23,5800,392,6799,16.482484817504883,0.0003,20.45,10.51570552,52,-55.88017272949219,0.009999999776482582,110,,,
0.23,5891,396,6890,29.23808479309082,0.0003,20.31,11.263330490000001,52,-54.147850036621094,0.009999999776482582,112,,,
0.23,5988,400,6987,12.301440238952637,0.0003,20.54,11.273985149999998,52,-57.12202453613281,0.009999999776482582,113,,,
0.25,6082,404,7081,10.327064514160156,0.0003,20.79,12.249114120000002,50,-56.5507698059082,0.009999999776482582,119,1.0565292548929748,0.05,24.6
0.25,6170,408,7169,39.392051696777344,0.0003,20.94,12.229838419999998,50,-56.01400375366211,0.009999999776482582,121,,,
0.25,6267,412,7266,13.231857299804688,0.0003,21.12,12.2164068,51,-55.10455322265625,0.009999999776482582,122,,,
0.26,6358,416,7357,76.74787139892578,0.0003,21.28,12.679628400000002,51,-50.89789581298828,0.009999999776482582,124,,,
0.26,6449,420,7448,32.58475112915039,0.0003,21.42,12.44726879,51,-53.21998596191406,0.009999999776482582,125,,,
0.24,6539,424,7538,65.44276428222656,0.0003,21.55,11.069094139999999,51,-52.70895004272461,0.009999999776482582,127,,,
0.23,6626,428,7625,53.72270202636719,0.0003,21.64,10.224160899999998,51,-52.31767654418945,0.009999999776482582,128,,,
0.24,6710,432,7709,70.03802490234375,0.0003,21.72,10.626301320000003,51,-51.992340087890625,0.009999999776482582,129,,,
0.23,6789,436,7788,58.117855072021484,0.0003,21.71,9.99154305,51,-49.70038986206055,0.009999999776482582,130,,,
0.2,6868,440,7867,121.77452087402344,0.0003,21.68,8.14334198,51,-48.66716766357422,0.009999999776482582,132,,,
0.18,6948,444,7947,50.631752014160156,0.0003,21.66,6.87466585,52,-48.81116485595703,0.009999999776482582,133,,,
0.17,7029,448,8028,15.825738906860352,0.0003,21.65,6.237212590000001,50,-50.112640380859375,0.009999999776482582,138,0.6133314902801139,0.05,20.45
0.16,7113,452,8112,85.78526306152344,0.0003,21.68,5.83663332,50,-51.14582061767578,0.009999999776482582,140,,,
0.15,7202,456,8201,46.361228942871094,0.0003,21.82,5.3993601899999994,50,-48.66170120239258,0.009999999776482582,141,,,
0.13,7279,460,8278,101.29309844970703,0.0003,21.83,4.3861631999999995,51,-46.299949645996094,0.009999999776482582,142,,,
0.15,7357,464,8356,43.7271728515625,0.0003,21.76,5.703484019999999,51,-48.43195343017578,0.009999999776482582,143,,,
0.14,7431,468,8430,16.696882247924805,0.0003,21.59,4.77890262,51,-50.068599700927734,0.009999999776482582,145,,,
0.14,7512,472,8511,20.13157081604004,0.0003,21.56,4.80315505,51,-47.83790588378906,0.009999999776482582,146,,,
0.15,7590,476,8589,26.41484260559082,0.0003,21.49,5.308749209999998,51,-46.67475891113281,0.009999999776482582,147,,,
0.14,7669,480,8668,49.9547119140625,0.0003,21.47,4.949518289999999,51,-45.57756805419922,0.009999999776482582,148,,,
0.13,7745,484,8744,78.24734497070312,0.0003,21.32,4.22508777,51,-46.55469512939453,0.009999999776482582,150,,,
0.13,7827,488,8826,14.257587432861328,0.0003,21.21,4.3306271,51,-47.86921691894531,0.009999999776482582,151,,,
0.13,7895,492,8894,66.02781677246094,0.0003,20.95,4.31941579,51,-46.21218490600586,0.009999999776482582,152,,,
0.13,7971,496,8970,46.57958984375,0.0003,20.8,4.36728479,51,-46.23779296875,0.009999999776482582,153,,,
0.13,8045,500,9044,61.416908264160156,0.0003,20.57,4.37003463,50,-46.125221252441406,0.009999999776482582,158,1.6613574392336747,0.05,19.2
0.11,8115,504,9114,17.802181243896484,0.0003,20.33,3.41204828,50,-45.56653594970703,0.009999999776482582,160,,,
0.11,8193,508,9192,30.58047103881836,0.0003,20.23,3.440886109999999,50,-44.6513671875,0.009999999776482582,161,,,
0.12,8272,512,9271,16.61269760131836,0.0003,20.05,4.30408779,50,-44.285064697265625,0.009999999776482582,162,,,
0.12,8351,516,9350,10.291716575622559,0.0003,19.93,4.37164346,51,-44.374088287353516,0.009999999776482582,163,,,
0.13,8425,520,9424,25.712251663208008,0.0003,19.76,5.264970020000001,51,-43.50537109375,0.009999999776482582,164,,,
0.13,8502,524,9501,24.218616485595703,0.0003,19.63,5.475684169999999,51,-43.93650436401367,0.009999999776482582,165,,,
0.14,8577,528,9576,11.27760124206543,0.0003,19.51,6.003064639999999,51,-43.42995834350586,0.009999999776482582,167,,,
0.13,8652,532,9651,9.175728797912598,0.0003,19.42,5.631594600000001,51,-44.3086051940918,0.009999999776482582,168,,,
0.13,8736,536,9735,16.243810653686523,0.0003,19.47,5.93486513,51,-43.36904525756836,0.009999999776482582,169,,,
0.14,8814,540,9813,33.060455322265625,0.0003,19.46,6.833843569999999,51,-40.7760124206543,0.009999999776482582,170,,,
0.14,8895,544,9894,20.777294158935547,0.0003,19.47,6.956893929999999,51,-41.78738784790039,0.009999999776482582,171,,,
0.13,8971,548,9970,31.764820098876953,0.0003,19.42,6.48326153,51,-44.068267822265625,0.009999999776482582,173,,,
